"","Monitoring_Location_ID","Characteristic_Name","Organization_ID","Activity_ID","Monitoring_Location_Name","Monitoring_Location_State","Monitoring_Location_Latitude","Monitoring_Location_Longitude","Monitoring_Location_Type","Activity_Type","Activity_Start_Date","Project_ID","Activity_Media","Sample_Collection_Method_ID","Sample_Collection_Method_Context","Sample_Collection_Method_Name","Result_Status","CAS_#","Result_Value_Type","Result_Value","Result_Unit","Result_Qualifier_1","Detection_Limit_Type1","Detection_Limit_Value","Detection_Limit_Unit","Analytical_Method_ID","Analytical_Method_Context","Analytical_Method_Name","Laboratory_Name","Subject_Taxonomic_Name","Characteristic_Name_abr","Waterbody","Location_ID","Region","Latitude","Longitude"
"14","ANA0082","perfluorooctane sulfonic acid","MDE_EASP","2022FTC_ANAC_SW1","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","1763-23-1","Actual",0.899,"ng/l",NA,"Method Detection Level",0.814,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFOS","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"15","ANA0082","n-methylperfluoro-1-octanesulfonamide","MDE_EASP","2021FTC_ANAC_SW","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2021-10-06,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","31506-32-8","Actual",0,"ng/l",NA,"Method Detection Level",0.224,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","NMeFOSA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"16","ANA0082","octadecanoic acid, pentatriacontafluoro-","MDE_EASP","2021FTC_ANAC_SW","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2021-10-06,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","16517-11-6","Actual",0,"ng/l",NA,"Method Detection Level",0.224,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFODA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"17","ANA0082","perfluorodecanoic acid","MDE_EASP","2022FTC_ANAC_SW1","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-76-2","Actual",3.97,"ng/l",NA,"Method Detection Level",2.03,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFDA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"18","ANA0082","perfluorooctanoic acid","MDE_EASP","2022FTC_ANAC_SW1","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-67-1","Actual",8.24,"ng/l",NA,"Method Detection Level",0.814,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFOA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"19","ANA0082","perfluoroundecanoic acid","MDE_EASP","2021FTC_ANAC_SW","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2021-10-06,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","2058-94-8","Actual",0,"ng/l",NA,"Method Detection Level",0.224,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFUnA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"20","ANA0082","perfluorohexanesulfonic acid","MDE_EASP","2021FTC_ANAC_SW","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2021-10-06,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","355-46-4","Actual",6.64,"ng/l",NA,"Method Detection Level",0.224,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFHxS","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"21","ANA0082","fluorotelomer sulfonate 4:2","MDE_EASP","2022FTC_ANAC_SW1","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","757124-72-4","Actual",6.93,"ng/l",NA,"Method Detection Level",1.34,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","4:2 FTSA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"22","ANA0082","perfluorobutanesulfonic acid","MDE_EASP","2021FTC_ANAC_SW","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2021-10-06,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-73-5","Actual",6.32,"ng/l",NA,"Method Detection Level",0.224,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFBS","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"23","ANA0082","1-octanesulfonic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-","MDE_EASP","2022FTC_ANAC_SW1","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","27619-97-2","Actual",6.61,"ng/l",NA,"Method Detection Level",1.34,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","6:2 FTSA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"24","ANA0082","perfluorohexanoic acid","MDE_EASP","2021FTC_ANAC_SW","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2021-10-06,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","307-24-4","Actual",6.15,"ng/l",NA,"Method Detection Level",0.224,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFHxA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"25","ANA0082","heptafluorobutyric acid","MDE_EASP","2022FTC_ANAC_SW1","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2022-10-31,"FTSAMPLECOL2022","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-22-4","Actual",0,"ng/l",NA,"Method Detection Level",2.03,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","GEL Laboratories","water","PFBA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"26","ANA0082","perfluoroheptanoic acid","MDE_EASP","2021FTC_ANAC_SW","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2021-10-06,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-85-9","Actual",3.23,"ng/l",NA,"Method Detection Level",0.224,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFHpA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"27","ANA0082","perfluorooctanoic acid","MDE_EASP","2021FTC_ANAC_SW","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2021-10-06,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-67-1","Actual",5.78,"ng/l",NA,"Method Detection Level",0.224,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFOA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"28","ANA0082","perfluorononanoic acid","MDE_EASP","2021FTC_ANAC_SW","Bladensburg Road","Maryland",38.93898,-76.94357,"River/Stream","Sample-Routine",2021-10-06,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-95-1","Actual",0,"ng/l",NA,"Method Detection Level",0.224,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFNA","Anacostia River","Bladensburg Road","Metro","38 56.329","76 56.625"
"29","BYN0007","perfluorohexanesulfonic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","355-46-4","Actual",2.09,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFHxS","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"30","BYN0007","perfluorotridecanoic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","72629-94-8","Actual",0,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFTrDA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"31","BYN0007","perfluorooctanoic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-67-1","Actual",3.22,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFOA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"32","BYN0007","perfluorooctane sulfonic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","1763-23-1","Actual",2.95,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFOS","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"33","BYN0007","perfluorotetradecanoic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","376-06-7","Actual",0,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFTeDA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"34","BYN0007","octadecanoic acid, pentatriacontafluoro-","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","16517-11-6","Actual",0,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFODA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"35","BYN0007","perfluoroundecanoic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","2058-94-8","Actual",0,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFUnA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"36","BYN0007","perfluorobutanesulfonic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-73-5","Actual",5.82,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFBS","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"37","BYN0007","perfluoroheptanoic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-85-9","Actual",0,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFHpA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"38","BYN0007","perfluorononanoic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","375-95-1","Actual",0,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFNA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"39","BYN0007","perfluorodecanoic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","335-76-2","Actual",0,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFDA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"40","BYN0007","perfluorohexanoic acid","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","307-24-4","Actual",2.1,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","PFHxA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"41","BYN0007","n-methylperfluoro-1-octanesulfonamide","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","31506-32-8","Actual",0,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","NMeFOSA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
"42","BYN0007","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE_EASP","2021FTC_BYNU_SW","Route 7","Maryland",39.47139,-76.26612,"Reservoir","Sample-Routine",2021-10-12,"FTSAMPLECOL2021","Water","MBL-001","MDE_EASP","Water Sampler","Final","1691-99-2","Actual",0,"ng/l",NA,"Method Detection Level",0.233,"ng/l","537.1","USEPA","Determination of Selected Per- and Polyfluorinated Alkyl Substances in Drinking Water by Solid Phase Extraction and Liquid Chromatography/Tandem Mass Spectrometry (LC/MS/MS)","Alpha Analytical","water","EtFOSA","Bynum Run","Route 7","Metro","39 28.301","76 16.028"
